ts,sym,decision_epoch,digit,sigma,ctype,barrier,model_p,model_ev,rtt_ms,cid,status,pnl,exit_lag_s
09:53:21,JD100,1781257982,,4.161,DIGITUNDER,6,0.6184,0.0105,136,1970981739,won,0.63,1
09:53:23,JD100,1781257985,,4.165,DIGITUNDER,4,0.4190,0.0170,109,1970985299,lost,-1.0,1
09:53:26,JD100,1781257986,,4.167,DIGITOVER,5,0.4190,0.0170,134,1970986119,won,1.43,1
09:53:28,JD100,1781257987,,4.165,DIGITOVER,5,0.4190,0.0170,114,1970987079,won,1.43,1
09:53:30,JD100,1781257988,,4.163,DIGITOVER,6,0.3158,0.0121,113,1970988299,lost,-1.0,1
09:53:32,JD100,1781257989,,4.162,DIGITOVER,4,0.5179,0.0114,101,1970989519,won,0.95,1
09:53:34,JD100,1781257991,,4.172,DIGITOVER,6,0.3158,0.0121,108,1970992099,won,2.21,1
09:53:36,JD100,1781257992,,4.170,DIGITOVER,5,0.4190,0.0170,97,1970993079,won,1.43,1
09:53:38,JD100,1781257994,,4.168,DIGITUNDER,5,0.5175,0.0106,129,1970995299,lost,-1.0,1
09:53:40,JD100,1781257997,,4.168,DIGITUNDER,5,0.5175,0.0106,96,1970999279,won,0.95,1
09:53:42,JD100,1781257998,,4.166,DIGITUNDER,4,0.4190,0.0170,148,1971000639,lost,-1.0,1
09:53:44,JD100,1781257999,,4.165,DIGITOVER,6,0.3158,0.0121,92,1971002059,won,2.21,1
09:53:46,JD100,1781258001,,4.162,DIGITOVER,6,0.3158,0.0121,108,1971004019,lost,-1.0,1
09:53:48,JD100,1781258002,,4.163,DIGITUNDER,6,0.6184,0.0105,86,1971005179,lost,-1.0,1
09:53:50,JD100,1781258006,,4.164,DIGITUNDER,5,0.5175,0.0106,111,1971009379,won,0.95,1
09:53:52,JD100,1781258011,,4.158,DIGITUNDER,5,0.5175,0.0106,103,1971014839,won,0.95,1
09:53:55,JD100,1781258014,,4.155,DIGITOVER,5,0.4190,0.0170,92,1971017479,lost,-1.0,1
09:53:57,JD100,1781258017,,4.159,DIGITUNDER,4,0.4190,0.0170,107,1971021179,lost,-1.0,1
09:53:59,JD100,1781258023,,4.167,DIGITOVER,4,0.5179,0.0114,113,1971027979,lost,-1.0,1
09:54:01,JD100,1781258024,,4.168,DIGITUNDER,4,0.4190,0.0170,106,1971028699,won,1.43,1
09:54:03,JD100,1781258025,,4.166,DIGITUNDER,5,0.5175,0.0106,115,1971029759,won,0.95,1
09:54:05,JD100,1781258026,,4.165,DIGITUNDER,4,0.4190,0.0170,108,1971030699,lost,-1.0,1
09:54:07,JD100,1781258027,,4.165,DIGITOVER,4,0.5179,0.0114,106,1971031799,won,0.95,1
09:54:09,JD100,1781258030,,4.166,DIGITUNDER,4,0.4190,0.0170,148,1971034919,lost,-1.0,1
09:54:11,JD100,1781258032,,4.174,DIGITOVER,4,0.5179,0.0114,116,1971036819,lost,-1.0,1
09:54:13,JD100,1781258033,,4.175,DIGITUNDER,4,0.4190,0.0170,93,1971037899,lost,-1.0,1
09:54:15,JD100,1781258037,,4.173,DIGITOVER,5,0.4190,0.0170,102,1971041999,lost,-1.0,1
09:54:17,JD100,1781258038,,4.173,DIGITUNDER,4,0.4190,0.0170,117,1971043039,won,1.43,1
09:54:19,JD100,1781258039,,4.171,DIGITUNDER,5,0.5175,0.0106,96,1971044279,won,0.95,1
09:54:21,JD100,1781258041,,4.170,DIGITOVER,4,0.5179,0.0114,126,1971047059,won,0.95,1
09:54:23,JD100,1781258042,,4.168,DIGITOVER,4,0.5179,0.0114,128,1971048359,won,0.95,1
09:54:25,JD100,1781258043,,4.166,DIGITOVER,5,0.4190,0.0170,100,1971049799,won,1.43,1
09:54:28,JD100,1781258044,,4.165,DIGITOVER,4,0.5179,0.0114,155,1971050759,won,0.95,1
09:54:30,JD100,1781258045,,4.163,DIGITOVER,6,0.3158,0.0121,117,1971052359,won,2.21,1
09:54:32,JD100,1781258046,,4.162,DIGITOVER,6,0.3158,0.0121,108,1971053199,won,2.21,1
09:54:34,JD100,1781258047,,4.160,DIGITOVER,5,0.4190,0.0170,114,1971054139,lost,-1.0,1
09:54:36,JD100,1781258049,,4.158,DIGITOVER,5,0.4190,0.0170,97,1971056699,lost,-1.0,1
09:54:38,JD100,1781258050,,4.159,DIGITUNDER,5,0.5175,0.0106,101,1971057559,won,0.95,1
09:54:40,JD100,1781258052,,4.164,DIGITUNDER,6,0.6184,0.0105,149,1971059719,won,0.63,1
09:54:42,JD100,1781258053,,4.162,DIGITUNDER,5,0.5175,0.0106,89,1971061159,won,0.95,1
09:54:44,JD100,1781258055,,4.160,DIGITUNDER,5,0.5175,0.0106,86,1971063939,won,0.95,1
09:54:46,JD100,1781258056,,4.158,DIGITUNDER,5,0.5175,0.0106,97,1971064979,lost,-1.0,1
09:54:48,JD100,1781258060,,4.155,DIGITUNDER,5,0.5175,0.0106,99,1971069539,won,0.95,1
09:54:50,JD100,1781258061,,4.153,DIGITUNDER,4,0.4190,0.0170,86,1971071019,won,1.43,1
09:54:52,JD100,1781258062,,4.152,DIGITUNDER,5,0.5175,0.0106,100,1971072259,lost,-1.0,1
09:54:54,JD100,1781258063,,4.151,DIGITOVER,6,0.3158,0.0121,99,1971073339,lost,-1.0,1
09:54:56,JD100,1781258064,,4.151,DIGITUNDER,4,0.4190,0.0170,91,1971074539,won,1.43,1
09:54:58,JD100,1781258069,,4.155,DIGITOVER,6,0.3158,0.0121,98,1971080259,lost,-1.0,1
09:55:00,JD100,1781258070,,4.154,DIGITOVER,4,0.5179,0.0114,93,1971081259,lost,-1.0,1
09:55:03,JD100,1781258072,,4.154,DIGITUNDER,4,0.4190,0.0170,87,1971083419,lost,-1.0,1
09:55:05,JD100,1781258074,,4.151,DIGITOVER,5,0.4190,0.0170,105,1971085999,lost,-1.0,1
09:55:07,JD100,1781258075,,4.152,DIGITUNDER,5,0.5175,0.0106,90,1971087299,won,0.95,1
09:55:09,JD100,1781258076,,4.150,DIGITUNDER,5,0.5175,0.0106,89,1971088319,won,0.95,1
09:55:11,JD100,1781258086,,4.161,DIGITOVER,6,0.3158,0.0121,105,1971100539,won,2.21,1
09:55:13,JD100,1781258087,,4.159,DIGITOVER,5,0.4190,0.0170,119,1971101579,won,1.43,1
09:55:15,JD100,1781258088,,4.158,DIGITOVER,5,0.4190,0.0170,86,1971102839,won,1.43,1
09:55:17,JD100,1781258089,,4.166,DIGITOVER,5,0.4190,0.0170,91,1971104279,lost,-1.0,1
09:55:19,JD100,1781258091,,4.164,DIGITUNDER,6,0.6184,0.0105,104,1971106739,lost,-1.0,1
09:55:21,JD100,1781258092,,4.165,DIGITOVER,6,0.3158,0.0121,92,1971107999,lost,-1.0,1
09:55:23,JD100,1781258093,,4.166,DIGITUNDER,6,0.6184,0.0105,129,1971109579,lost,-1.0,1
09:55:25,JD100,1781258095,,4.170,DIGITOVER,5,0.4190,0.0170,90,1971111639,lost,-1.0,1
09:55:27,JD100,1781258096,,4.171,DIGITUNDER,5,0.5175,0.0106,105,1971112599,lost,-1.0,1
09:55:29,JD100,1781258100,,4.170,DIGITUNDER,6,0.6184,0.0105,114,1971117959,lost,-1.0,1
09:55:31,JD100,1781258103,,4.167,DIGITOVER,6,0.3158,0.0121,92,1971122759,won,2.21,1
09:55:33,JD100,1781258104,,4.165,DIGITOVER,5,0.4190,0.0170,152,1971123859,lost,-1.0,1
09:55:35,JD100,1781258105,,4.165,DIGITUNDER,6,0.6184,0.0105,99,1971124919,won,0.63,1
09:55:38,JD100,1781258107,,4.169,DIGITOVER,6,0.3158,0.0121,109,1971127239,lost,-1.0,1
09:55:40,JD100,1781258112,,4.167,DIGITOVER,6,0.3158,0.0121,127,1971133339,lost,-1.0,1
09:55:42,JD100,1781258117,,4.176,DIGITUNDER,4,0.4190,0.0170,123,1971139819,won,1.43,1
09:55:44,JD100,1781258118,,4.175,DIGITUNDER,6,0.6184,0.0105,108,1971140739,lost,-1.0,1
09:55:46,JD100,1781258119,,4.176,DIGITOVER,6,0.3158,0.0121,99,1971142099,won,2.21,1
09:55:48,JD100,1781258122,,4.173,DIGITUNDER,5,0.5175,0.0106,100,1971145439,won,0.95,1
09:55:50,JD100,1781258123,,4.172,DIGITUNDER,6,0.6184,0.0105,125,1971146539,lost,-1.0,1
09:55:52,JD100,1781258124,,4.172,DIGITOVER,6,0.3158,0.0121,105,1971147579,lost,-1.0,1
09:55:54,JD100,1781258126,,4.172,DIGITUNDER,4,0.4190,0.0170,97,1971150279,won,1.43,1
09:55:56,JD100,1781258129,,4.170,DIGITUNDER,6,0.6184,0.0105,194,1971153899,won,0.63,1
09:55:58,JD100,1781258130,,4.169,DIGITUNDER,5,0.5175,0.0106,136,1971154599,won,0.95,1
09:56:00,JD100,1781258132,,4.171,DIGITUNDER,4,0.4190,0.0170,109,1971156499,won,1.43,1
09:56:02,JD100,1781258133,,4.170,DIGITUNDER,4,0.4190,0.0170,127,1971157739,lost,-1.0,1
09:56:04,JD100,1781258136,,4.166,DIGITUNDER,6,0.6184,0.0105,101,1971161619,won,0.63,1
09:56:06,JD100,1781258137,,4.165,DIGITUNDER,4,0.4190,0.0170,119,1971163159,lost,-1.0,1
09:56:08,JD100,1781258138,,4.165,DIGITOVER,5,0.4190,0.0170,118,1971164319,won,1.43,1
09:56:10,JD100,1781258139,,4.163,DIGITOVER,4,0.5179,0.0114,104,1971165459,won,0.95,1
09:56:13,JD100,1781258141,,4.162,DIGITUNDER,6,0.6184,0.0105,104,1971167739,won,0.63,1
09:56:15,JD100,1781258142,,4.161,DIGITUNDER,6,0.6184,0.0105,121,1971168779,won,0.63,1
09:56:17,JD100,1781258144,,4.162,DIGITOVER,6,0.3158,0.0121,97,1971170899,lost,-1.0,1
09:56:19,JD100,1781258146,,4.164,DIGITUNDER,6,0.6184,0.0105,117,1971173559,won,0.63,1
09:56:21,JD100,1781258149,,4.167,DIGITOVER,6,0.3158,0.0121,86,1971176919,lost,-1.0,1
09:56:23,JD100,1781258150,,4.167,DIGITUNDER,5,0.5175,0.0106,115,1971177959,won,0.95,1
09:56:25,JD100,1781258154,,4.163,DIGITUNDER,4,0.4190,0.0170,95,1971182079,lost,-1.0,1
09:56:27,JD100,1781258155,,4.164,DIGITOVER,4,0.5179,0.0114,651,1971183299,lost,-1.0,1
09:56:29,JD100,1781258157,,4.161,DIGITUNDER,5,0.5175,0.0106,117,1971185399,won,0.95,1
09:56:31,JD100,1781258158,,4.160,DIGITUNDER,5,0.5175,0.0106,126,1971186859,won,0.95,1
09:56:33,JD100,1781258159,,4.158,DIGITUNDER,6,0.6184,0.0105,93,1971188179,lost,-1.0,1
09:56:35,JD100,1781258160,,4.157,DIGITOVER,4,0.5179,0.0114,136,1971189199,lost,-1.0,1
09:56:37,JD100,1781258161,,4.157,DIGITUNDER,5,0.5175,0.0106,121,1971190519,won,0.95,1
09:56:39,JD100,1781258164,,4.154,DIGITOVER,5,0.4190,0.0170,109,1971194299,lost,-1.0,1
09:56:41,JD100,1781258166,,4.158,DIGITOVER,6,0.3158,0.0121,96,1971196919,lost,-1.0,1
09:56:43,JD100,1781258167,,4.157,DIGITOVER,4,0.5179,0.0114,89,1971197999,lost,-1.0,1
09:56:45,JD100,1781258169,,4.158,DIGITUNDER,6,0.6184,0.0105,103,1971200479,lost,-1.0,1
09:56:47,JD100,1781258173,,4.158,DIGITOVER,4,0.5179,0.0114,103,1971204959,lost,-1.0,1
09:56:50,JD100,1781258175,,4.161,DIGITOVER,4,0.5179,0.0114,86,1971206939,won,0.95,1
09:56:52,JD100,1781258176,,4.159,DIGITOVER,5,0.4190,0.0170,362,1971208319,lost,-1.0,1
09:56:54,JD100,1781258178,,4.161,DIGITUNDER,4,0.4190,0.0170,87,1971210279,lost,-1.0,1
09:56:56,JD100,1781258179,,4.161,DIGITOVER,4,0.5179,0.0114,91,1971211299,won,0.95,1
09:56:58,JD100,1781258180,,4.160,DIGITOVER,5,0.4190,0.0170,91,1971212399,lost,-1.0,1
09:57:00,JD100,1781258181,,4.162,DIGITUNDER,4,0.4190,0.0170,90,1971213759,won,1.43,1
09:57:02,JD100,1781258183,,4.159,DIGITUNDER,6,0.6184,0.0105,101,1971216039,lost,-1.0,1
09:57:04,JD100,1781258184,,4.161,DIGITOVER,5,0.4190,0.0170,121,1971216919,lost,-1.0,1
09:57:06,JD100,1781258185,,4.163,DIGITUNDER,6,0.6184,0.0105,105,1971218019,lost,-1.0,1
09:57:08,JD100,1781258186,,4.162,DIGITOVER,4,0.5179,0.0114,101,1971219359,lost,-1.0,1
09:57:10,JD100,1781258187,,4.165,DIGITUNDER,6,0.6184,0.0105,93,1971220559,lost,-1.0,1
09:57:12,JD100,1781258188,,4.164,DIGITOVER,4,0.5179,0.0114,112,1971221779,won,0.95,1
09:57:14,JD100,1781258190,,4.162,DIGITUNDER,5,0.5175,0.0106,100,1971224179,lost,-1.0,1
09:57:16,JD100,1781258191,,4.164,DIGITOVER,4,0.5179,0.0114,97,1971225619,lost,-1.0,1
09:57:18,JD100,1781258192,,4.167,DIGITUNDER,6,0.6184,0.0105,138,1971226579,lost,-1.0,1
09:57:20,JD100,1781258193,,4.166,DIGITOVER,5,0.4190,0.0170,92,1971227799,won,1.43,1
09:57:23,JD100,1781258194,,4.165,DIGITOVER,6,0.3158,0.0121,102,1971229159,lost,-1.0,1
09:57:25,JD100,1781258196,,4.163,DIGITUNDER,6,0.6184,0.0105,103,1971231179,lost,-1.0,1
09:57:27,JD100,1781258198,,4.165,DIGITUNDER,6,0.6184,0.0105,140,1971233259,won,0.63,1
09:57:29,JD100,1781258201,,4.160,DIGITUNDER,6,0.6184,0.0105,132,1971236659,won,0.63,1
09:57:31,JD100,1781258202,,4.159,DIGITUNDER,6,0.6184,0.0105,137,1971237899,won,0.63,1
09:57:33,JD100,1781258203,,4.158,DIGITUNDER,4,0.4190,0.0170,98,1971238959,lost,-1.0,1
09:57:35,JD100,1781258205,,4.158,DIGITOVER,5,0.4190,0.0170,91,1971241239,lost,-1.0,1
09:57:37,JD100,1781258208,,4.157,DIGITUNDER,4,0.4190,0.0170,98,1971244619,won,1.43,1
09:57:39,JD100,1781258209,,4.156,DIGITUNDER,5,0.5175,0.0106,88,1971245579,won,0.95,1
09:57:41,JD100,1781258210,,4.154,DIGITUNDER,5,0.5175,0.0106,877,1971247899,lost,-1.0,2
09:57:43,JD100,1781258214,,4.151,DIGITUNDER,4,0.4190,0.0170,236,1971251799,won,1.43,1
09:57:45,JD100,1781258225,,4.156,DIGITOVER,4,0.5179,0.0114,97,1971265279,lost,-1.0,1
09:57:47,JD100,1781258228,,4.157,DIGITUNDER,6,0.6184,0.0105,94,1971268339,lost,-1.0,1
09:57:49,JD100,1781258229,,4.158,DIGITOVER,6,0.3158,0.0121,88,1971269519,won,2.21,1
09:57:51,JD100,1781258230,,4.157,DIGITOVER,6,0.3158,0.0121,98,1971270939,won,2.21,1
09:57:53,JD100,1781258232,,4.154,DIGITOVER,6,0.3158,0.0121,125,1971273439,won,2.21,1
09:57:55,JD100,1781258233,,4.152,DIGITOVER,6,0.3158,0.0121,119,1971274619,won,2.21,1
09:57:58,JD100,1781258235,,4.151,DIGITUNDER,6,0.6184,0.0105,105,1971277559,lost,-1.0,1
09:58:00,JD100,1781258236,,4.150,DIGITOVER,5,0.4190,0.0170,90,1971278359,lost,-1.0,1
09:58:02,JD100,1781258244,,4.157,DIGITUNDER,4,0.4190,0.0170,118,1971286999,lost,-1.0,1
09:58:04,JD100,1781258246,,4.156,DIGITUNDER,6,0.6184,0.0105,102,1971289299,lost,-1.0,1
09:58:06,JD100,1781258247,,4.155,DIGITOVER,5,0.4190,0.0170,84,1971290499,won,1.43,1
09:58:08,JD100,1781258248,,4.154,DIGITOVER,4,0.5179,0.0114,98,1971291519,lost,-1.0,1
09:58:10,JD100,1781258250,,4.154,DIGITUNDER,4,0.4190,0.0170,114,1971293839,won,1.43,1
09:58:12,JD100,1781258253,,4.157,DIGITOVER,4,0.5179,0.0114,112,1971297659,won,0.95,1
09:58:14,JD100,1781258254,,4.155,DIGITOVER,4,0.5179,0.0114,96,1971298519,won,0.95,1
09:58:16,JD100,1781258257,,4.152,DIGITOVER,6,0.3158,0.0121,114,1971302379,lost,-1.0,1
09:58:18,JD100,1781258258,,4.152,DIGITUNDER,6,0.6184,0.0105,130,1971303219,won,0.63,1
09:58:20,JD100,1781258260,,4.156,DIGITUNDER,5,0.5175,0.0106,109,1971305319,won,0.95,1
09:58:22,JD100,1781258261,,4.154,DIGITUNDER,4,0.4190,0.0170,90,1971306299,lost,-1.0,1
09:58:24,JD100,1781258262,,4.155,DIGITOVER,4,0.5179,0.0114,121,1971307299,won,0.95,1
09:58:26,JD100,1781258264,,4.153,DIGITOVER,6,0.3158,0.0121,129,1971309659,won,2.21,1
09:58:29,JD100,1781258266,,4.150,DIGITOVER,5,0.4190,0.0170,118,1971312299,lost,-1.0,1
09:58:31,JD100,1781258267,,4.151,DIGITUNDER,5,0.5175,0.0106,134,1971313419,lost,-1.0,1
09:58:33,JD100,1781258269,,4.153,DIGITUNDER,6,0.6184,0.0105,89,1971316179,won,0.63,1
09:58:35,JD100,1781258274,,4.154,DIGITUNDER,5,0.5175,0.0106,88,1971320959,won,0.95,1
09:58:37,JD100,1781258276,,4.156,DIGITUNDER,6,0.6184,0.0105,95,1971323439,won,0.63,1
09:58:39,JD100,1781258277,,4.155,DIGITUNDER,5,0.5175,0.0106,95,1971324859,won,0.95,1
09:58:41,JD100,1781258278,,4.153,DIGITUNDER,5,0.5175,0.0106,108,1971325679,lost,-1.0,1
09:58:43,JD100,1781258279,,4.153,DIGITOVER,4,0.5179,0.0114,103,1971327499,lost,-1.0,1
09:58:45,JD100,1781258280,,4.155,DIGITUNDER,5,0.5175,0.0106,99,1971328299,won,0.95,1
09:58:47,JD100,1781258282,,4.152,DIGITUNDER,6,0.6184,0.0105,132,1971331479,won,0.63,1
09:58:49,JD100,1781258285,,4.151,DIGITUNDER,6,0.6184,0.0105,97,1971335279,won,0.63,1
09:58:51,JD100,1781258290,,4.156,DIGITUNDER,4,0.4190,0.0170,104,1971340319,lost,-1.0,1
09:58:53,JD100,1781258291,,4.155,DIGITOVER,5,0.4190,0.0170,94,1971341979,won,1.43,1
09:58:55,JD100,1781258293,,4.161,DIGITUNDER,6,0.6184,0.0105,112,1971343919,lost,-1.0,1
09:58:57,JD100,1781258296,,4.166,DIGITOVER,4,0.5179,0.0114,109,1971347639,lost,-1.0,1
09:58:59,JD100,1781258297,,4.165,DIGITUNDER,6,0.6184,0.0105,92,1971348779,won,0.63,1
09:59:01,JD100,1781258298,,4.164,DIGITUNDER,4,0.4190,0.0170,106,1971349739,won,1.43,1
09:59:04,JD100,1781258299,,4.163,DIGITUNDER,6,0.6184,0.0105,100,1971350699,won,0.63,1
09:59:06,JD100,1781258303,,4.165,DIGITUNDER,5,0.5175,0.0106,96,1971355539,won,0.95,1
09:59:08,JD100,1781258304,,4.164,DIGITUNDER,5,0.5175,0.0106,96,1971356439,lost,-1.0,1
09:59:10,JD100,1781258305,,4.163,DIGITOVER,4,0.5179,0.0114,100,1971357599,lost,-1.0,1
09:59:12,JD100,1781258307,,4.163,DIGITOVER,4,0.5179,0.0114,94,1971359599,lost,-1.0,1
09:59:14,JD100,1781258309,,4.162,DIGITUNDER,4,0.4190,0.0170,108,1971361799,lost,-1.0,1
09:59:16,JD100,1781258313,,4.159,DIGITUNDER,4,0.4190,0.0170,117,1971365699,won,1.43,1
09:59:18,JD100,1781258314,,4.166,DIGITUNDER,4,0.4190,0.0170,91,1971366599,lost,-1.0,1
09:59:20,JD100,1781258319,,4.163,DIGITUNDER,6,0.6184,0.0105,120,1971372739,won,0.63,1
09:59:22,JD100,1781258321,,4.167,DIGITUNDER,5,0.5175,0.0106,85,1971375139,won,0.95,1
09:59:24,JD100,1781258325,,4.173,DIGITOVER,5,0.4190,0.0170,95,1971379659,won,1.43,1
09:59:26,JD100,1781258327,,4.171,DIGITUNDER,4,0.4190,0.0170,102,1971381839,lost,-1.0,1
09:59:28,JD100,1781258328,,4.170,DIGITOVER,6,0.3158,0.0121,131,1971382999,won,2.21,1
09:59:30,JD100,1781258329,,4.168,DIGITOVER,6,0.3158,0.0121,212,1971384319,lost,-1.0,1
09:59:32,JD100,1781258330,,4.171,DIGITUNDER,4,0.4190,0.0170,104,1971385739,won,1.43,1
09:59:34,JD100,1781258331,,4.170,DIGITUNDER,4,0.4190,0.0170,85,1971386879,lost,-1.0,1
09:59:36,JD100,1781258332,,4.170,DIGITOVER,4,0.5179,0.0114,89,1971387799,won,0.95,1
09:59:38,JD100,1781258333,,4.169,DIGITOVER,4,0.5179,0.0114,90,1971389179,lost,-1.0,1
09:59:41,JD100,1781258334,,4.169,DIGITUNDER,5,0.5175,0.0106,95,1971389779,lost,-1.0,1
09:59:43,JD100,1781258335,,4.169,DIGITOVER,5,0.4190,0.0170,88,1971390959,won,1.43,1
09:59:45,JD100,1781258336,,4.168,DIGITOVER,5,0.4190,0.0170,108,1971391759,won,1.43,1
